,RACE,AMOUNT_NEEDED_TO_MEET_HOUSEHOLD_FOOD_NEED,FOODSTAMPS_AMT_PERMONTH,HOUSEHOLD_PURCHASES_RESTAURANTS,HOUSEHOLD_PURCHASES_GROCERIES,FAMILY_INCOME,NUMBER_OWN_CHILDREN,YEAR
218,Black Only,,,,,17500.0,,2020
219,Black Only,,,,,17500.0,,2020
220,White Only,,,,,17500.0,,2020
221,White Only,,,,,17500.0,,2020
222,White Only,,,,,17500.0,,2020
223,White Only,,,,,17500.0,,2020
224,Black Only,,,,,37500.0,,2020
225,Black Only,,,,,2500.0,,2020
226,Black Only,,,,,2500.0,,2020
227,Black Only,,,,,2500.0,,2020
228,Black Only,,,,,2500.0,,2020
229,White Only,,,,,13750.0,,2020
230,White Only,,,,,13750.0,,2020
231,White Only,,,,,8750.0,,2020
232,White Only,,,,,125000.0,,2020
233,White Only,,,,,125000.0,,2020
234,Black Only,,,,,27500.0,,2020
235,Black Only,,,,,27500.0,,2020
236,Black Only,,,,,27500.0,,2020
237,Black Only,,,,,11250.0,,2020
238,Black Only,,,,,11250.0,,2020
239,Black Only,,,,,11250.0,,2020
240,Black Only,,,,,11250.0,,2020
241,Black Only,,,,,11250.0,,2020
242,Black Only,,,,,11250.0,,2020
243,Black Only,,,,,17500.0,,2020
244,Black Only,,,,,17500.0,,2020
245,Black Only,,,,,17500.0,,2020
246,Black Only,,,,,17500.0,,2020
247,Black Only,,,,,17500.0,,2020
248,Black Only,,,,,32500.0,,2020
249,Black Only,,,,,32500.0,,2020
250,Black Only,,,,,32500.0,,2020
251,Black Only,,,,,32500.0,,2020
252,Black Only,,,,,32500.0,,2020
253,Black Only,,,,,17500.0,,2020
254,Black Only,,,,,17500.0,,2020
255,Black Only,,,,,17500.0,,2020
256,Black Only,,,,,11250.0,,2020
257,Black Only,,,,,11250.0,,2020
258,Black Only,,,,,87500.0,,2020
259,Black Only,,,,,87500.0,,2020
260,Black Only,,,,,87500.0,,2020
261,Black Only,,,,,87500.0,,2020
262,Black Only,,,,,87500.0,,2020
263,Black Only,,,,,2500.0,,2020
264,White Only,,,,,8750.0,,2020
265,White Only,,,,,8750.0,,2020
266,White Only,,,,,2500.0,,2020
267,White Only,,,,,2500.0,,2020
268,White Only,,,,,2500.0,,2020
269,White Only,,,,,8750.0,,2020
270,White Only,,,,,11250.0,,2020
271,White Only,,,,,11250.0,,2020
272,White Only,,,,,45000.0,,2020
273,White Only,,,,,45000.0,,2020
274,White Only,,,,,87500.0,,2020
275,White Only,,,,,87500.0,,2020
276,Black Only,,,,,37500.0,,2020
277,Black Only,,,,,37500.0,,2020
278,Black Only,,,,,37500.0,,2020
279,White Only,,,,,55000.0,,2020
280,White Only,,,,,55000.0,,2020
281,White Only,,,,,55000.0,,2020
282,Black Only,,,,,45000.0,,2020
283,Black Only,,,,,45000.0,,2020
284,Black Only,,,,,27500.0,,2020
285,Black Only,,,,,27500.0,,2020
286,Black Only,,,,,27500.0,,2020
287,White Only,,,,,32500.0,,2020
288,White Only,,,,,32500.0,,2020
289,White Only,,,,,32500.0,,2020
290,White Only,,,,,32500.0,,2020
291,White Only,,,,,32500.0,,2020
292,Asian Only,,,,,0.0,,2020
7,,180.0,,,,,0.0,2020
8,,180.0,,,,,0.0,2020
30,,20.0,,,,,0.0,2020
31,,20.0,,,,,0.0,2020
61,,100.0,,,,,0.0,2020
108,,20.0,,,,,0.0,2020
109,,20.0,,,,,0.0,2020
145,,60.0,,,,,2.0,2020
146,,60.0,,,,,2.0,2020
147,,60.0,,,,,0.0,2020
148,,60.0,,,,,0.0,2020
173,,100.0,,,,,0.0,2020
174,,100.0,,,,,0.0,2020
180,,30.0,,,,,0.0,2020
183,,50.0,,,,,0.0,2020
184,,50.0,,,,,0.0,2020
234,,80.0,,,,,0.0,2020
235,,80.0,,,,,0.0,2020
236,,80.0,,,,,0.0,2020
237,,80.0,,,,,0.0,2020
238,,80.0,,,,,0.0,2020
250,,200.0,,,,,3.0,2020
251,,200.0,,,,,3.0,2020
252,,200.0,,,,,0.0,2020
253,,200.0,,,,,0.0,2020
254,,200.0,,,,,0.0,2020
255,,200.0,,,,,0.0,2020
273,,80.0,,,,,2.0,2020
274,,80.0,,,,,2.0,2020
275,,80.0,,,,,0.0,2020
276,,80.0,,,,,0.0,2020
279,,20.0,,,,,0.0,2020
290,,50.0,,,,,0.0,2020
295,,100.0,,,,,2.0,2020
296,,100.0,,,,,0.0,2020
297,,100.0,,,,,0.0,2020
299,,-2.0,,,,,0.0,2020
328,,40.0,,,,,0.0,2020
334,,40.0,,,,,0.0,2020
335,,40.0,,,,,0.0,2020
336,,40.0,,,,,0.0,2020
352,,50.0,,,,,0.0,2020
353,,50.0,,,,,0.0,2020
354,,50.0,,,,,0.0,2020
355,,10.0,,,,,0.0,2020
368,,50.0,,,,,0.0,2020
369,,50.0,,,,,0.0,2020
400,,30.0,,,,,0.0,2020
401,,50.0,,,,,0.0,2020
402,,50.0,,,,,0.0,2020
440,,30.0,,,,,0.0,2020
441,,30.0,,,,,0.0,2020
466,,30.0,,,,,0.0,2020
470,,150.0,,,,,0.0,2020
471,,150.0,,,,,0.0,2020
472,,150.0,,,,,0.0,2020
481,,100.0,,,,,0.0,2020
482,,60.0,,,,,0.0,2020
485,,20.0,,,,,0.0,2020
486,,20.0,,,,,0.0,2020
490,,50.0,,,,,0.0,2020
491,,50.0,,,,,0.0,2020
492,,50.0,,,,,0.0,2020
493,,40.0,,,,,0.0,2020
546,,50.0,,,,,0.0,2020
547,,50.0,,,,,0.0,2020
571,,30.0,,,,,0.0,2020
572,,100.0,,,,,1.0,2020
573,,100.0,,,,,0.0,2020
586,,50.0,,,,,0.0,2020
592,,100.0,,,,,0.0,2020
593,,100.0,,,,,1.0,2020
594,,100.0,,,,,0.0,2020
595,,100.0,,,,,0.0,2020
596,,10.0,,,,,0.0,2020
597,,10.0,,,,,0.0,2020
603,,20.0,,,,,0.0,2020
604,,20.0,,,,,0.0,2020
611,,10.0,,,,,0.0,2020
612,,10.0,,,,,0.0,2020
635,,50.0,,,,,0.0,2020
637,,30.0,,,,,0.0,2020
687,,60.0,,,,,0.0,2020
698,,30.0,,,,,0.0,2020
699,,30.0,,,,,0.0,2020
705,,80.0,,,,,0.0,2020
706,,80.0,,,,,0.0,2020
748,,20.0,,,,,1.0,2020
749,,20.0,,,,,0.0,2020
784,,70.0,,,,,0.0,2020
785,,70.0,,,,,0.0,2020
788,,40.0,,,,,0.0,2020
789,,40.0,,,,,0.0,2020
795,,30.0,,,,,0.0,2020
796,,30.0,,,,,0.0,2020
797,,30.0,,,,,0.0,2020
798,,20.0,,,,,0.0,2020
799,,20.0,,,,,0.0,2020
800,,20.0,,,,,0.0,2020
810,,50.0,,,,,0.0,2020
817,,150.0,,,,,1.0,2020
818,,150.0,,,,,0.0,2020
822,,150.0,,,,,0.0,2020
833,,100.0,,,,,0.0,2020
834,,100.0,,,,,0.0,2020
835,,100.0,,,,,0.0,2020
852,,50.0,,,,,0.0,2020
859,,50.0,,,,,0.0,2020
860,,50.0,,,,,0.0,2020
861,,50.0,,,,,0.0,2020
862,,50.0,,,,,0.0,2020
869,,130.0,,,,,0.0,2020
870,,130.0,,,,,0.0,2020
871,,130.0,,,,,0.0,2020
875,,100.0,,,,,0.0,2020
889,,40.0,,,,,1.0,2020
890,,40.0,,,,,1.0,2020
891,,40.0,,,,,0.0,2020
893,,50.0,,,,,0.0,2020
894,,50.0,,,,,0.0,2020
898,,150.0,,,,,0.0,2020
899,,150.0,,,,,0.0,2020
900,,150.0,,,,,0.0,2020
901,,150.0,,,,,0.0,2020
902,,150.0,,,,,0.0,2020
903,,150.0,,,,,0.0,2020
904,,150.0,,,,,0.0,2020
907,,50.0,,,,,0.0,2020
908,,50.0,,,,,0.0,2020
909,,50.0,,,,,0.0,2020
910,,50.0,,,,,0.0,2020
912,,50.0,,,,,1.0,2020
913,,50.0,,,,,1.0,2020
914,,50.0,,,,,0.0,2020
930,,30.0,,,,,1.0,2020
931,,30.0,,,,,1.0,2020
932,,30.0,,,,,0.0,2020
963,,30.0,,,,,0.0,2020
969,,50.0,,,,,0.0,2020
970,,50.0,,,,,1.0,2020
971,,50.0,,,,,1.0,2020
972,,50.0,,,,,0.0,2020
987,,30.0,,,,,1.0,2020
988,,30.0,,,,,1.0,2020
989,,30.0,,,,,0.0,2020
1008,,4.0,,,,,0.0,2020
1010,,20.0,,,,,0.0,2020
1011,,20.0,,,,,0.0,2020
1012,,20.0,,,,,0.0,2020
1013,,20.0,,,,,0.0,2020
1014,,100.0,,,,,0.0,2020
1015,,100.0,,,,,0.0,2020
1021,,200.0,,,,,2.0,2020
1022,,200.0,,,,,0.0,2020
1023,,200.0,,,,,0.0,2020
1037,,100.0,,,,,1.0,2020
1038,,100.0,,,,,0.0,2020
1039,,100.0,,,,,0.0,2020
1040,,100.0,,,,,0.0,2020
1086,,50.0,,,,,3.0,2020
1087,,50.0,,,,,0.0,2020
1088,,50.0,,,,,0.0,2020
1089,,50.0,,,,,0.0,2020
1140,,40.0,,,,,2.0,2020
1141,,40.0,,,,,0.0,2020
1142,,40.0,,,,,0.0,2020
1150,,40.0,,,,,0.0,2020
1151,,40.0,,,,,0.0,2020
1156,,30.0,,,,,0.0,2020
1157,,30.0,,,,,0.0,2020
1169,,-2.0,,,,,0.0,2020
1170,,-2.0,,,,,0.0,2020
1195,,60.0,,,,,0.0,2020
1196,,60.0,,,,,0.0,2020
1198,,100.0,,,,,0.0,2020
1199,,100.0,,,,,0.0,2020
1268,,80.0,,,,,0.0,2020
1269,,80.0,,,,,0.0,2020
1270,,80.0,,,,,0.0,2020
1272,,50.0,,,,,0.0,2020
1273,,50.0,,,,,0.0,2020
1293,,50.0,,,,,0.0,2020
1294,,50.0,,,,,0.0,2020
1306,,30.0,,,,,0.0,2020
1307,,30.0,,,,,0.0,2020
1308,,30.0,,,,,0.0,2020
1309,,30.0,,,,,0.0,2020
1310,,30.0,,,,,0.0,2020
1317,,20.0,,,,,0.0,2020
1318,,20.0,,,,,0.0,2020
1327,,150.0,,,,,2.0,2020
1328,,150.0,,,,,0.0,2020
1329,,150.0,,,,,0.0,2020
1330,,150.0,,,,,0.0,2020
1341,,50.0,,,,,0.0,2020
1342,,30.0,,,,,0.0,2020
1343,,30.0,,,,,0.0,2020
1383,,100.0,,,,,0.0,2020
1384,,100.0,,,,,0.0,2020
1385,,100.0,,,,,0.0,2020
1386,,100.0,,,,,0.0,2020
1387,,100.0,,,,,0.0,2020
1388,,100.0,,,,,0.0,2020
1389,,100.0,,,,,0.0,2020
1464,,30.0,,,,,0.0,2020
1479,,30.0,,,,,0.0,2020
1495,,40.0,,,,,0.0,2020
1496,,40.0,,,,,0.0,2020
1497,,40.0,,,,,0.0,2020
1500,,60.0,,,,,0.0,2020
1514,,20.0,,,,,2.0,2020
1515,,20.0,,,,,2.0,2020
1516,,20.0,,,,,0.0,2020
1517,,20.0,,,,,0.0,2020
1525,,20.0,,,,,0.0,2020
1549,,20.0,,,,,1.0,2020
1550,,20.0,,,,,0.0,2020
1576,,50.0,,,,,0.0,2020
1577,,50.0,,,,,0.0,2020
1585,,40.0,,,,,0.0,2020
1586,,40.0,,,,,0.0,2020
1593,,30.0,,,,,0.0,2020
1594,,30.0,,,,,0.0,2020
1616,,50.0,,,,,0.0,2020
1617,,50.0,,,,,0.0,2020
1618,,50.0,,,,,0.0,2020
1682,,30.0,,,,,2.0,2020
1683,,30.0,,,,,2.0,2020
1684,,30.0,,,,,0.0,2020
1685,,30.0,,,,,0.0,2020
1709,,100.0,,,,,0.0,2020
1713,,100.0,,,,,2.0,2020
1714,,100.0,,,,,0.0,2020
1715,,100.0,,,,,0.0,2020
1716,,100.0,,,,,0.0,2020
1759,,150.0,,,,,1.0,2020
1760,,150.0,,,,,0.0,2020
1763,,50.0,,,,,0.0,2020
1773,,20.0,,,,,0.0,2020
1774,,20.0,,,,,0.0,2020
1819,,100.0,,,,,2.0,2020
1820,,100.0,,,,,0.0,2020
1821,,100.0,,,,,0.0,2020
1846,,60.0,,,,,0.0,2020
1847,,60.0,,,,,0.0,2020
1848,,60.0,,,,,0.0,2020
1849,,60.0,,,,,0.0,2020
1850,,60.0,,,,,0.0,2020
1851,,60.0,,,,,0.0,2020
1852,,50.0,,,,,0.0,2020
1853,,50.0,,,,,0.0,2020
1893,,40.0,,,,,0.0,2020
1894,,40.0,,,,,0.0,2020
1895,,40.0,,,,,0.0,2020
1896,,100.0,,,,,1.0,2020
1897,,100.0,,,,,0.0,2020
1910,,100.0,,,,,0.0,2020
1911,,100.0,,,,,0.0,2020
1912,,100.0,,,,,0.0,2020
1934,,30.0,,,,,1.0,2020
1935,,30.0,,,,,1.0,2020
1936,,30.0,,,,,0.0,2020
1943,,200.0,,,,,0.0,2020
1945,,50.0,,,,,0.0,2020
1955,,40.0,,,,,0.0,2020
1956,,40.0,,,,,2.0,2020
1957,,40.0,,,,,0.0,2020
1958,,40.0,,,,,0.0,2020
1959,,40.0,,,,,0.0,2020
1966,,200.0,,,,,0.0,2020
1968,,30.0,,,,,0.0,2020
1969,,30.0,,,,,0.0,2020
1980,,30.0,,,,,1.0,2020
1981,,30.0,,,,,1.0,2020
1982,,30.0,,,,,0.0,2020
2048,,80.0,,,,,0.0,2020
2059,,30.0,,,,,0.0,2020
2060,,30.0,,,,,0.0,2020
2098,,30.0,,,,,0.0,2020
2099,,30.0,,,,,0.0,2020
2102,,50.0,,,,,0.0,2020
2103,,50.0,,,,,0.0,2020
2132,,100.0,,,,,2.0,2020
2133,,100.0,,,,,0.0,2020
2134,,100.0,,,,,0.0,2020
2135,,200.0,,,,,1.0,2020
2136,,200.0,,,,,1.0,2020
2137,,200.0,,,,,0.0,2020
2242,,80.0,,,,,0.0,2020
2243,,80.0,,,,,0.0,2020
2245,,60.0,,,,,2.0,2020
2246,,60.0,,,,,0.0,2020
2247,,60.0,,,,,0.0,2020
2438,,30.0,,,,,3.0,2020
2439,,30.0,,,,,3.0,2020
2440,,30.0,,,,,0.0,2020
2441,,30.0,,,,,0.0,2020
2442,,30.0,,,,,0.0,2020
10,,,540.0,,,,2.0,2020
11,,,540.0,,,,0.0,2020
12,,,540.0,,,,0.0,2020
52,,,200.0,,,,0.0,2020
53,,,200.0,,,,0.0,2020
54,,,200.0,,,,0.0,2020
95,,,130.0,,,,0.0,2020
108,,,20.0,,,,0.0,2020
109,,,200.0,,,,0.0,2020
137,,,500.0,,,,1.0,2020
138,,,500.0,,,,1.0,2020
139,,,500.0,,,,0.0,2020
180,,,190.0,,,,0.0,2020
185,,,100.0,,,,0.0,2020
203,,,500.0,,,,2.0,2020
204,,,500.0,,,,1.0,2020
205,,,500.0,,,,0.0,2020
206,,,500.0,,,,0.0,2020
210,,,180.0,,,,0.0,2020
250,,,600.0,,,,3.0,2020
251,,,600.0,,,,3.0,2020
252,,,600.0,,,,0.0,2020
253,,,600.0,,,,0.0,2020
254,,,600.0,,,,0.0,2020
255,,,600.0,,,,0.0,2020
260,,,220.0,,,,2.0,2020
261,,,220.0,,,,0.0,2020
262,,,220.0,,,,0.0,2020
334,,,70.0,,,,0.0,2020
335,,,70.0,,,,0.0,2020
336,,,70.0,,,,0.0,2020
400,,,160.0,,,,0.0,2020
443,,,180.0,,,,0.0,2020
444,,,180.0,,,,0.0,2020
445,,,180.0,,,,0.0,2020
446,,,180.0,,,,0.0,2020
473,,,170.0,,,,0.0,2020
474,,,120.0,,,,0.0,2020
484,,,70.0,,,,0.0,2020
488,,,90.0,,,,0.0,2020
489,,,90.0,,,,0.0,2020
493,,,110.0,,,,0.0,2020
524,,,20.0,,,,0.0,2020
534,,,300.0,,,,0.0,2020
535,,,300.0,,,,0.0,2020
536,,,300.0,,,,0.0,2020
572,,,200.0,,,,1.0,2020
573,,,200.0,,,,0.0,2020
592,,,170.0,,,,0.0,2020
593,,,170.0,,,,1.0,2020
594,,,170.0,,,,0.0,2020
595,,,170.0,,,,0.0,2020
598,,,260.0,,,,0.0,2020
599,,,260.0,,,,0.0,2020
600,,,260.0,,,,0.0,2020
637,,,30.0,,,,0.0,2020
642,,,350.0,,,,0.0,2020
643,,,350.0,,,,0.0,2020
644,,,350.0,,,,0.0,2020
674,,,190.0,,,,0.0,2020
675,,,600.0,,,,3.0,2020
676,,,600.0,,,,0.0,2020
677,,,600.0,,,,0.0,2020
678,,,600.0,,,,0.0,2020
713,,,200.0,,,,1.0,2020
714,,,200.0,,,,0.0,2020
732,,,130.0,,,,0.0,2020
788,,,270.0,,,,0.0,2020
789,,,270.0,,,,0.0,2020
810,,,200.0,,,,0.0,2020
817,,,200.0,,,,1.0,2020
818,,,200.0,,,,0.0,2020
859,,,100.0,,,,0.0,2020
860,,,100.0,,,,0.0,2020
861,,,100.0,,,,0.0,2020
862,,,100.0,,,,0.0,2020
866,,,90.0,,,,0.0,2020
875,,,10.0,,,,0.0,2020
907,,,300.0,,,,0.0,2020
908,,,300.0,,,,0.0,2020
909,,,300.0,,,,0.0,2020
910,,,300.0,,,,0.0,2020
1001,,,280.0,,,,0.0,2020
1002,,,280.0,,,,1.0,2020
1003,,,280.0,,,,0.0,2020
1004,,,380.0,,,,3.0,2020
1005,,,380.0,,,,0.0,2020
1006,,,380.0,,,,0.0,2020
1007,,,380.0,,,,0.0,2020
1027,,,220.0,,,,0.0,2020
1028,,,220.0,,,,0.0,2020
1029,,,220.0,,,,0.0,2020
1034,,,220.0,,,,1.0,2020
1035,,,220.0,,,,1.0,2020
1036,,,220.0,,,,0.0,2020
1053,,,200.0,,,,0.0,2020
1068,,,200.0,,,,3.0,2020
1069,,,200.0,,,,0.0,2020
1070,,,200.0,,,,0.0,2020
1071,,,200.0,,,,0.0,2020
1072,,,200.0,,,,0.0,2020
1073,,,200.0,,,,0.0,2020
1086,,,648.0,,,,3.0,2020
1087,,,648.0,,,,0.0,2020
1088,,,648.0,,,,0.0,2020
1089,,,648.0,,,,0.0,2020
1090,,,150.0,,,,0.0,2020
1091,,,150.0,,,,0.0,2020
1092,,,150.0,,,,2.0,2020
1093,,,150.0,,,,0.0,2020
1094,,,150.0,,,,0.0,2020
1110,,,400.0,,,,0.0,2020
1111,,,400.0,,,,0.0,2020
1112,,,400.0,,,,0.0,2020
1166,,,190.0,,,,0.0,2020
1167,,,190.0,,,,0.0,2020
1198,,,360.0,,,,0.0,2020
1199,,,360.0,,,,0.0,2020
1219,,,90.0,,,,0.0,2020
1220,,,90.0,,,,0.0,2020
1274,,,500.0,,,,1.0,2020
1275,,,500.0,,,,1.0,2020
1276,,,500.0,,,,0.0,2020
1282,,,190.0,,,,0.0,2020
1293,,,50.0,,,,0.0,2020
1294,,,50.0,,,,0.0,2020
1295,,,220.0,,,,0.0,2020
1296,,,220.0,,,,0.0,2020
1297,,,220.0,,,,0.0,2020
1306,,,648.0,,,,0.0,2020
1307,,,648.0,,,,0.0,2020
1308,,,648.0,,,,0.0,2020
1309,,,648.0,,,,0.0,2020
1310,,,648.0,,,,0.0,2020
1344,,,20.0,,,,0.0,2020
1345,,,20.0,,,,0.0,2020
1346,,,20.0,,,,0.0,2020
1370,,,648.0,,,,0.0,2020
1371,,,648.0,,,,0.0,2020
1372,,,648.0,,,,0.0,2020
1373,,,648.0,,,,0.0,2020
1422,,,30.0,,,,0.0,2020
1464,,,200.0,,,,0.0,2020
1507,,,400.0,,,,0.0,2020
1508,,,400.0,,,,0.0,2020
1514,,,540.0,,,,2.0,2020
1515,,,540.0,,,,2.0,2020
1516,,,540.0,,,,0.0,2020
1517,,,540.0,,,,0.0,2020
1578,,,100.0,,,,0.0,2020
1580,,,300.0,,,,0.0,2020
1581,,,300.0,,,,0.0,2020
1582,,,300.0,,,,0.0,2020
1583,,,300.0,,,,0.0,2020
1584,,,300.0,,,,0.0,2020
1611,,,400.0,,,,2.0,2020
1612,,,400.0,,,,0.0,2020
1613,,,400.0,,,,0.0,2020
1620,,,140.0,,,,0.0,2020
1621,,,140.0,,,,0.0,2020
1622,,,140.0,,,,0.0,2020
1623,,,140.0,,,,0.0,2020
1624,,,140.0,,,,0.0,2020
1625,,,140.0,,,,0.0,2020
1626,,,140.0,,,,0.0,2020
1627,,,140.0,,,,0.0,2020
1628,,,140.0,,,,0.0,2020
1731,,,200.0,,,,1.0,2020
1732,,,200.0,,,,1.0,2020
1733,,,200.0,,,,0.0,2020
1759,,,300.0,,,,1.0,2020
1760,,,300.0,,,,0.0,2020
1763,,,170.0,,,,0.0,2020
1793,,,360.0,,,,2.0,2020
1794,,,360.0,,,,0.0,2020
1795,,,360.0,,,,0.0,2020
1846,,,20.0,,,,0.0,2020
1847,,,20.0,,,,0.0,2020
1848,,,20.0,,,,0.0,2020
1849,,,20.0,,,,0.0,2020
1850,,,20.0,,,,0.0,2020
1851,,,20.0,,,,0.0,2020
1879,,,130.0,,,,0.0,2020
1896,,,260.0,,,,1.0,2020
1897,,,260.0,,,,0.0,2020
1910,,,180.0,,,,0.0,2020
1911,,,180.0,,,,0.0,2020
1912,,,180.0,,,,0.0,2020
1943,,,190.0,,,,0.0,2020
1944,,,160.0,,,,0.0,2020
1966,,,390.0,,,,0.0,2020
1971,,,190.0,,,,0.0,2020
1972,,,190.0,,,,0.0,2020
1980,,,300.0,,,,1.0,2020
1981,,,300.0,,,,1.0,2020
1982,,,300.0,,,,0.0,2020
2026,,,600.0,,,,2.0,2020
2027,,,600.0,,,,0.0,2020
2028,,,600.0,,,,0.0,2020
2053,,,4.0,,,,2.0,2020
2054,,,4.0,,,,0.0,2020
2055,,,4.0,,,,0.0,2020
2182,,,648.0,,,,3.0,2020
2183,,,648.0,,,,3.0,2020
2184,,,648.0,,,,0.0,2020
2185,,,648.0,,,,0.0,2020
2186,,,648.0,,,,0.0,2020
2191,,,180.0,,,,0.0,2020
2196,,,40.0,,,,2.0,2020
2197,,,40.0,,,,0.0,2020
2198,,,40.0,,,,0.0,2020
2199,,,40.0,,,,0.0,2020
2245,,,350.0,,,,2.0,2020
2246,,,350.0,,,,0.0,2020
2247,,,350.0,,,,0.0,2020
2349,,,100.0,,,,0.0,2020
2438,,,360.0,,,,3.0,2020
2439,,,360.0,,,,3.0,2020
2440,,,360.0,,,,0.0,2020
2441,,,360.0,,,,0.0,2020
2442,,,360.0,,,,0.0,2020
2445,,,280.0,,,,3.0,2020
2446,,,280.0,,,,0.0,2020
2447,,,280.0,,,,0.0,2020
2448,,,280.0,,,,0.0,2020
1,,,,10.0,,,0.0,2020
2,,,,30.0,,,0.0,2020
3,,,,30.0,,,0.0,2020
7,,,,60.0,,,0.0,2020
8,,,,60.0,,,0.0,2020
9,,,,4.0,,,0.0,2020
10,,,,60.0,,,2.0,2020
11,,,,60.0,,,0.0,2020
12,,,,60.0,,,0.0,2020
13,,,,10.0,,,1.0,2020
14,,,,10.0,,,0.0,2020
30,,,,30.0,,,0.0,2020
31,,,,30.0,,,0.0,2020
32,,,,40.0,,,0.0,2020
33,,,,40.0,,,0.0,2020
40,,,,60.0,,,0.0,2020
42,,,,30.0,,,0.0,2020
43,,,,30.0,,,0.0,2020
49,,,,10.0,,,0.0,2020
50,,,,10.0,,,0.0,2020
52,,,,10.0,,,0.0,2020
53,,,,10.0,,,0.0,2020
54,,,,10.0,,,0.0,2020
73,,,,40.0,,,0.0,2020
75,,,,150.0,,,0.0,2020
76,,,,150.0,,,0.0,2020
82,,,,50.0,,,0.0,2020
83,,,,50.0,,,0.0,2020
88,,,,20.0,,,0.0,2020
89,,,,20.0,,,0.0,2020
90,,,,20.0,,,0.0,2020
91,,,,20.0,,,0.0,2020
100,,,,50.0,,,1.0,2020
101,,,,50.0,,,0.0,2020
102,,,,50.0,,,0.0,2020
105,,,,60.0,,,0.0,2020
106,,,,60.0,,,0.0,2020
107,,,,60.0,,,0.0,2020
109,,,,20.0,,,0.0,2020
110,,,,40.0,,,0.0,2020
115,,,,30.0,,,0.0,2020
128,,,,30.0,,,0.0,2020
137,,,,50.0,,,1.0,2020
138,,,,50.0,,,1.0,2020
139,,,,50.0,,,0.0,2020
142,,,,50.0,,,0.0,2020
145,,,,70.0,,,2.0,2020
146,,,,70.0,,,2.0,2020
147,,,,70.0,,,0.0,2020
148,,,,70.0,,,0.0,2020
149,,,,20.0,,,0.0,2020
150,,,,20.0,,,0.0,2020
153,,,,30.0,,,0.0,2020
154,,,,50.0,,,0.0,2020
155,,,,50.0,,,0.0,2020
156,,,,50.0,,,0.0,2020
157,,,,50.0,,,0.0,2020
159,,,,20.0,,,0.0,2020
160,,,,20.0,,,0.0,2020
161,,,,20.0,,,0.0,2020
166,,,,4.0,,,0.0,2020
170,,,,40.0,,,0.0,2020
171,,,,40.0,,,0.0,2020
172,,,,40.0,,,0.0,2020
173,,,,80.0,,,0.0,2020
174,,,,80.0,,,0.0,2020
190,,,,80.0,,,0.0,2020
191,,,,40.0,,,1.0,2020
192,,,,40.0,,,1.0,2020
193,,,,40.0,,,0.0,2020
195,,,,150.0,,,0.0,2020
196,,,,150.0,,,0.0,2020
197,,,,30.0,,,0.0,2020
198,,,,30.0,,,0.0,2020
199,,,,200.0,,,0.0,2020
203,,,,120.0,,,2.0,2020
204,,,,120.0,,,1.0,2020
205,,,,120.0,,,0.0,2020
206,,,,120.0,,,0.0,2020
215,,,,150.0,,,0.0,2020
216,,,,150.0,,,0.0,2020
221,,,,40.0,,,0.0,2020
222,,,,40.0,,,0.0,2020
231,,,,20.0,,,0.0,2020
234,,,,40.0,,,0.0,2020
235,,,,40.0,,,0.0,2020
236,,,,40.0,,,0.0,2020
237,,,,40.0,,,0.0,2020
238,,,,40.0,,,0.0,2020
239,,,,50.0,,,3.0,2020
240,,,,50.0,,,3.0,2020
241,,,,50.0,,,0.0,2020
242,,,,50.0,,,0.0,2020
243,,,,50.0,,,0.0,2020
246,,,,100.0,,,0.0,2020
247,,,,100.0,,,0.0,2020
248,,,,100.0,,,0.0,2020
249,,,,100.0,,,0.0,2020
250,,,,50.0,,,3.0,2020
251,,,,50.0,,,3.0,2020
252,,,,50.0,,,0.0,2020
253,,,,50.0,,,0.0,2020
254,,,,50.0,,,0.0,2020
255,,,,50.0,,,0.0,2020
260,,,,60.0,,,2.0,2020
261,,,,60.0,,,0.0,2020
262,,,,60.0,,,0.0,2020
282,,,,20.0,,,0.0,2020
283,,,,20.0,,,2.0,2020
284,,,,20.0,,,0.0,2020
285,,,,20.0,,,0.0,2020
290,,,,10.0,,,0.0,2020
294,,,,60.0,,,0.0,2020
295,,,,80.0,,,2.0,2020
296,,,,80.0,,,0.0,2020
297,,,,80.0,,,0.0,2020
314,,,,4.0,,,0.0,2020
322,,,,4.0,,,2.0,2020
323,,,,4.0,,,2.0,2020
324,,,,4.0,,,0.0,2020
325,,,,4.0,,,0.0,2020
328,,,,4.0,,,0.0,2020
329,,,,40.0,,,0.0,2020
330,,,,40.0,,,0.0,2020
341,,,,30.0,,,0.0,2020
342,,,,30.0,,,0.0,2020
343,,,,30.0,,,0.0,2020
344,,,,50.0,,,0.0,2020
345,,,,50.0,,,0.0,2020
346,,,,50.0,,,0.0,2020
347,,,,20.0,,,0.0,2020
348,,,,20.0,,,0.0,2020
351,,,,20.0,,,0.0,2020
361,,,,20.0,,,0.0,2020
362,,,,20.0,,,0.0,2020
366,,,,150.0,,,0.0,2020
367,,,,150.0,,,0.0,2020
370,,,,30.0,,,0.0,2020
371,,,,60.0,,,0.0,2020
372,,,,60.0,,,0.0,2020
373,,,,60.0,,,0.0,2020
374,,,,40.0,,,0.0,2020
375,,,,40.0,,,0.0,2020
380,,,,50.0,,,1.0,2020
381,,,,50.0,,,1.0,2020
382,,,,50.0,,,0.0,2020
386,,,,4.0,,,0.0,2020
387,,,,30.0,,,1.0,2020
